,Sentiment_score,Emotion,Episode,Season
chandler,-0.7408,Surprise,episode 12,Season-01
chandler,0.3353,Surprise,episode 13,Season-01
chandler,0.6637,Sad,episode 14,Season-01
chandler,0.9668,Sad,episode 15,Season-01
chandler,0.8754,Fear,episode 16,Season-01
chandler,0.8481,Surprise,episode 17,Season-01
chandler,0.695,Fear,episode 18,Season-01
chandler,0.2732,Surprise,episode 19,Season-01
chandler,0.927,Surprise,episode 20,Season-01
chandler,0,Sad,episode 21,Season-01
chandler,0.9118,Fear,episode 22,Season-01
chandler,0.7717,Surprise,episode 23,Season-01
chandler,-0.5574,Fear,episode 24,Season-01
chandler,0.8316,Surprise,episode 01,Season-02
chandler,0.7783,Fear,episode 02,Season-02
chandler,0.9843,Fear,episode 03,Season-02
chandler,0.5859,Surprise,episode 04,Season-02
chandler,0.7872,Surprise,episode 05,Season-02
chandler,0.9118,Sad,episode 06,Season-02
chandler,-0.2849,Sad,episode 07,Season-02
chandler,0.8225,Sad,episode 08,Season-02
chandler,0.8119,Surprise,episode 09,Season-02
chandler,0.8326,Surprise,episode 10,Season-02
chandler,0.91,Fear,episode 11,Season-02
chandler,0.9612,Surprise,episode 12,Season-02
chandler,0.9105,Surprise,episode 14,Season-02
chandler,0.3182,Fear,episode 15,Season-02
chandler,0.6486,Sad,episode 16,Season-02
chandler,0.9601,Surprise,episode 17,Season-02
chandler,0.334,Surprise,episode 18,Season-02
chandler,-0.0296,Surprise,episode 19,Season-02
chandler,0.5256,Surprise,episode 20,Season-02
chandler,0.8335,Surprise,episode 21,Season-02
chandler,0.6908,Surprise,episode 22,Season-02
chandler,0.4522,Surprise,episode 23,Season-02
chandler,-0.5908,Surprise,episode 24,Season-02
chandler,-0.0258,Surprise,episode 01,Season-03
chandler,-0.9467,Fear,episode 02,Season-03
chandler,0.6486,Fear,episode 03,Season-03
chandler,0.3462,Sad,episode 04,Season-03
chandler,0.9413,Fear,episode 05,Season-03
chandler,0.9746,Surprise,episode 06,Season-03
chandler,0.5849,Surprise,episode 07,Season-03
chandler,-0.296,Surprise,episode 08,Season-03
chandler,0.93,Surprise,episode 09,Season-03
chandler,-0.7548,Fear,episode 10,Season-03
chandler,0.9465,Surprise,episode 11,Season-03
chandler,0.4939,Fear,episode 12,Season-03
chandler,0.7003,Surprise,episode 13,Season-03
chandler,0.9788,Surprise,episode 14,Season-03
chandler,0.6908,Fear,episode 15,Season-03
chandler,0.471,Surprise,episode 16,Season-03
chandler,-0.5867,Surprise,episode 17,Season-03
chandler,0.7429,Surprise,episode 18,Season-03
chandler,0.7759,Surprise,episode 19,Season-03
chandler,0.9642,Surprise,episode 20,Season-03
chandler,0.802,Surprise,episode 21,Season-03
chandler,0.25,Surprise,episode 22,Season-03
chandler,0.9067,Surprise,episode 23,Season-03
chandler,0.4703,Fear,episode 24,Season-03
chandler,-0.8009,Surprise,episode 25,Season-03
chandler,0.766,Surprise,episode 01,Season-04
chandler,0.4404,Surprise,episode 02,Season-04
chandler,0.9728,Surprise,episode 03,Season-04
chandler,0.7096,Sad,episode 04,Season-04
chandler,0.8498,Surprise,episode 05,Season-04
chandler,0.9871,Fear,episode 06,Season-04
chandler,-0.8762,Surprise,episode 07,Season-04
chandler,-0.5845,Sad,episode 08,Season-04
chandler,0.6436,Surprise,episode 09,Season-04
chandler,0.9502,Surprise,episode 10,Season-04
chandler,0.891,Sad,episode 11,Season-04
chandler,0.0258,Fear,episode 12,Season-04
chandler,0.296,Fear,episode 13,Season-04
chandler,-0.4588,Fear,episode 14,Season-04
chandler,0.1263,Surprise,episode 15,Season-04
chandler,-0.1779,Surprise,episode 16,Season-04
chandler,0.9871,Surprise,episode 17,Season-04
chandler,0.6557,Surprise,episode 18,Season-04
chandler,0.9746,Fear,episode 19,Season-04
chandler,0.9285,Surprise,episode 20,Season-04
chandler,0.8658,Fear,episode 21,Season-04
chandler,0.9658,Surprise,episode 22,Season-04
chandler,-0.5356,Fear,episode 23,Season-04
chandler,-0.3818,Sad,episode 01,Season-05
chandler,0.8932,Fear,episode 02,Season-05
chandler,0.8542,Surprise,episode 03,Season-05
chandler,0.9887,Surprise,episode 04,Season-05
chandler,0.3774,Surprise,episode 05,Season-05
chandler,0.4854,Surprise,episode 06,Season-05
chandler,0.4927,Sad,episode 07,Season-05
chandler,-0.4186,Sad,episode 08,Season-05
chandler,0.5106,Surprise,episode 09,Season-05
chandler,0.6948,Sad,episode 10,Season-05
chandler,0.9081,Fear,episode 11,Season-05
chandler,0.7322,Sad,episode 12,Season-05
chandler,0.6712,Surprise,episode 13,Season-05
chandler,0.8206,Surprise,episode 14,Season-05
chandler,0.9786,Surprise,episode 15,Season-05
chandler,0.2023,Surprise,episode 16,Season-05
chandler,0.9729,Surprise,episode 17,Season-05
chandler,0.9819,Sad,episode 18,Season-05
chandler,0.9874,Surprise,episode 19,Season-05
chandler,0.1027,Fear,episode 20,Season-05
chandler,0.4705,Fear,episode 21,Season-05
chandler,0.6908,Fear,episode 22,Season-05
chandler,0.8807,Sad,episode 23,Season-05
chandler,0.9639,Fear,episode 01,Season-06
chandler,0.3182,Surprise,episode 02,Season-06
chandler,0.9716,Fear,episode 03,Season-06
chandler,0.5279,Fear,episode 04,Season-06
chandler,0.9501,Fear,episode 05,Season-06
chandler,0.8976,Fear,episode 06,Season-06
chandler,0.9716,Fear,episode 07,Season-06
chandler,0.4062,Surprise,episode 08,Season-06
chandler,0.9904,Sad,episode 09,Season-06
chandler,0.9549,Sad,episode 10,Season-06
chandler,0.9041,Surprise,episode 11,Season-06
chandler,0.9684,Surprise,episode 12,Season-06
chandler,0.9584,Surprise,episode 13,Season-06
chandler,-0.1815,Fear,episode 14,Season-06
chandler,0.9505,Surprise,episode 15,Season-06
chandler,-0.5106,Surprise,episode 17,Season-06
chandler,0.9754,Fear,episode 18,Season-06
chandler,0.9935,Surprise,episode 19,Season-06
chandler,0.9908,Fear,episode 20,Season-06
chandler,0.9253,Surprise,episode 21,Season-06
chandler,0.8658,Fear,episode 22,Season-06
chandler,0.9829,Fear,episode 23,Season-06
chandler,0.9937,Surprise,episode 24,Season-06
chandler,0.9022,Fear,episode 01,Season-07
chandler,0.9638,Fear,episode 02,Season-07
chandler,0.8771,Fear,episode 03,Season-07
chandler,-0.6963,Sad,episode 04,Season-07
chandler,0.9042,Fear,episode 05,Season-07
chandler,0.7208,Surprise,episode 06,Season-07
chandler,0.9423,Surprise,episode 07,Season-07
chandler,-0.937,Sad,episode 08,Season-07
chandler,0.975,Fear,episode 09,Season-07
chandler,0.4295,Fear,episode 10,Season-07
chandler,-0.8744,Fear,episode 11,Season-07
chandler,0.7783,Fear,episode 12,Season-07
chandler,0.6908,Surprise,episode 13,Season-07
chandler,0.8487,Fear,episode 14,Season-07
chandler,0.8074,Surprise,episode 15,Season-07
chandler,0.9853,Surprise,episode 16,Season-07
chandler,0.9716,Fear,episode 17,Season-07
chandler,0.6249,Fear,episode 18,Season-07
chandler,0.7783,Surprise,episode 19,Season-07
chandler,0.5106,Fear,episode 20,Season-07
chandler,0.9452,Surprise,episode 21,Season-07
chandler,0.868,Fear,episode 22,Season-07
chandler,0.9362,Fear,episode 23,Season-07
chandler,0.8012,Fear,episode 01,Season-08
chandler,0.836,Fear,episode 02,Season-08
chandler,0.9413,Sad,episode 03,Season-08
chandler,0.9698,Fear,episode 04,Season-08
chandler,0.1779,Surprise,episode 05,Season-08
chandler,-0.7089,Fear,episode 06,Season-08
chandler,0.5574,Surprise,episode 07,Season-08
chandler,-0.0571,Fear,episode 08,Season-08
chandler,0.7096,Surprise,episode 09,Season-08
chandler,-0.8785,Fear,episode 10,Season-08
chandler,-0.7184,Fear,episode 11,Season-08
chandler,-0.25,Fear,episode 12,Season-08
chandler,0.8765,Fear,episode 13,Season-08
chandler,-0.5994,Surprise,episode 14,Season-08
chandler,0.9442,Surprise,episode 15,Season-08
chandler,0.9423,Surprise,episode 16,Season-08
chandler,0.7269,Surprise,episode 17,Season-08
chandler,-0.0717,Fear,episode 18,Season-08
chandler,0.8097,Surprise,episode 19,Season-08
chandler,0.6486,Sad,episode 20,Season-08
chandler,0.7003,Fear,episode 21,Season-08
chandler,0.9153,Surprise,episode 22,Season-08
chandler,0.9849,Surprise,episode 23,Season-08
chandler,-0.296,Surprise,episode 01,Season-09
chandler,0.9768,Surprise,episode 02,Season-09
chandler,0.886,Surprise,episode 03,Season-09
chandler,0.9719,Surprise,episode 04,Season-09
chandler,0.8834,Fear,episode 05,Season-09
chandler,0.9315,Surprise,episode 06,Season-09
chandler,0.9022,Fear,episode 07,Season-09
chandler,0.9423,Fear,episode 08,Season-09
chandler,0.8789,Surprise,episode 09,Season-09
chandler,0.9005,Surprise,episode 10,Season-09
chandler,0.8856,Sad,episode 11,Season-09
chandler,0.7003,Fear,episode 12,Season-09
chandler,0.7956,Surprise,episode 13,Season-09
chandler,0.9493,Surprise,episode 14,Season-09
chandler,0.8694,Surprise,episode 15,Season-09
chandler,0.8555,Fear,episode 16,Season-09
chandler,0.9617,Fear,episode 17,Season-09
chandler,0.8586,Fear,episode 18,Season-09
chandler,0.5849,Fear,episode 19,Season-09
chandler,0.8885,Sad,episode 20,Season-09
chandler,-0.8136,Surprise,episode 21,Season-09
chandler,0.9794,Fear,episode 22,Season-09
chandler,0.986,Fear,episode 23,Season-09
chandler,0.0954,Surprise,episode 01,Season-10
chandler,0.9337,Sad,episode 02,Season-10
chandler,0.8012,Fear,episode 03,Season-10
chandler,0.5729,Surprise,episode 04,Season-10
chandler,0.9607,Surprise,episode 05,Season-10
chandler,-0.9201,Surprise,episode 06,Season-10
chandler,0.7645,Surprise,episode 07,Season-10
chandler,0.8698,Sad,episode 08,Season-10
chandler,0.9432,Fear,episode 09,Season-10
chandler,0.981,Surprise,episode 10,Season-10
chandler,0.3102,Surprise,episode 11,Season-10
chandler,0.8639,Sad,episode 12,Season-10
chandler,0.8957,Surprise,episode 13,Season-10
chandler,0.4666,Surprise,episode 14,Season-10
chandler,0.765,Surprise,episode 15,Season-10
phoebe,0.6705,Surprise,episode 01,Season-01
phoebe,0.7184,Fear,episode 02,Season-01
phoebe,0.9617,Fear,episode 03,Season-01
phoebe,0.669,Surprise,episode 04,Season-01
phoebe,0.9723,Surprise,episode 05,Season-01
phoebe,0.7717,Surprise,episode 06,Season-01
phoebe,-0.9414,Sad,episode 07,Season-01
phoebe,0.9674,Surprise,episode 08,Season-01
phoebe,0.4754,Sad,episode 09,Season-01
phoebe,0.959,Sad,episode 10,Season-01
phoebe,0.7269,Surprise,episode 11,Season-01
phoebe,0.9633,Surprise,episode 12,Season-01
phoebe,0.9763,Surprise,episode 13,Season-01
phoebe,0.2534,Fear,episode 14,Season-01
phoebe,0.9774,Surprise,episode 15,Season-01
phoebe,0.9371,Surprise,episode 16,Season-01
phoebe,0.128,Surprise,episode 17,Season-01
phoebe,0.7906,Surprise,episode 18,Season-01
phoebe,-0.046,Surprise,episode 19,Season-01
phoebe,0.4404,Surprise,episode 20,Season-01
phoebe,-0.6486,Surprise,episode 21,Season-01
phoebe,0.9611,Fear,episode 22,Season-01
phoebe,0.9255,Sad,episode 23,Season-01
phoebe,0.926,Surprise,episode 24,Season-01
phoebe,0.9774,Fear,episode 01,Season-02
phoebe,-0.5423,Surprise,episode 02,Season-02
phoebe,0.8887,Sad,episode 03,Season-02
phoebe,0.9627,Surprise,episode 04,Season-02
phoebe,0.4939,Surprise,episode 05,Season-02
phoebe,0.9062,Sad,episode 06,Season-02
phoebe,0.9827,Fear,episode 07,Season-02
phoebe,0.7096,Sad,episode 08,Season-02
phoebe,0.9136,Surprise,episode 09,Season-02
phoebe,0.0258,Surprise,episode 10,Season-02
phoebe,-0.4047,Fear,episode 11,Season-02
phoebe,-0.0553,Surprise,episode 12,Season-02
phoebe,0.4404,Fear,episode 14,Season-02
phoebe,0.2023,Fear,episode 15,Season-02
phoebe,0.6249,Surprise,episode 16,Season-02
phoebe,0.9732,Surprise,episode 17,Season-02
phoebe,0.9747,Surprise,episode 18,Season-02
phoebe,0.4767,Surprise,episode 19,Season-02
phoebe,0.8393,Surprise,episode 20,Season-02
phoebe,0.5839,Surprise,episode 21,Season-02
phoebe,0.9362,Surprise,episode 22,Season-02
phoebe,0.9584,Fear,episode 23,Season-02
phoebe,0.9074,Surprise,episode 24,Season-02
phoebe,0.9824,Fear,episode 01,Season-03
phoebe,0.9217,Fear,episode 02,Season-03
phoebe,0.9805,Surprise,episode 03,Season-03
phoebe,-0.7668,Surprise,episode 04,Season-03
phoebe,0.7076,Fear,episode 05,Season-03
phoebe,0.8481,Surprise,episode 06,Season-03
phoebe,0.7823,Fear,episode 07,Season-03
phoebe,0.0772,Surprise,episode 08,Season-03
phoebe,0.4588,Surprise,episode 09,Season-03
phoebe,-0.7664,Surprise,episode 10,Season-03
phoebe,-0.6705,Surprise,episode 11,Season-03
phoebe,-0.128,Surprise,episode 12,Season-03
phoebe,0.8678,Surprise,episode 13,Season-03
phoebe,0.6614,Surprise,episode 14,Season-03
phoebe,0.9571,Sad,episode 15,Season-03
phoebe,0.4927,Surprise,episode 16,Season-03
phoebe,-0.9484,Surprise,episode 17,Season-03
phoebe,0.9708,Surprise,episode 18,Season-03
phoebe,-0.1779,Surprise,episode 19,Season-03
phoebe,0.9349,Surprise,episode 20,Season-03
phoebe,0.9186,Sad,episode 21,Season-03
phoebe,0.3612,Fear,episode 22,Season-03
phoebe,0.743,Fear,episode 23,Season-03
phoebe,0.9118,Fear,episode 24,Season-03
phoebe,0.9878,Surprise,episode 25,Season-03
phoebe,0.6124,Surprise,episode 01,Season-04
phoebe,0.9001,Fear,episode 02,Season-04
phoebe,0.8809,Surprise,episode 03,Season-04
phoebe,0.7984,Surprise,episode 04,Season-04
phoebe,0.9866,Surprise,episode 05,Season-04
phoebe,0.8326,Surprise,episode 06,Season-04
phoebe,0.9529,Surprise,episode 07,Season-04
phoebe,0.4215,Fear,episode 08,Season-04
phoebe,0.6597,Fear,episode 09,Season-04
phoebe,0.4404,Surprise,episode 10,Season-04
phoebe,0.9593,Fear,episode 11,Season-04
phoebe,0.9308,Surprise,episode 12,Season-04
phoebe,0.9382,Fear,episode 13,Season-04
phoebe,0.9001,Surprise,episode 14,Season-04
phoebe,-0.6369,Surprise,episode 15,Season-04
phoebe,0.34,Fear,episode 16,Season-04
phoebe,0.9843,Fear,episode 17,Season-04
phoebe,0.9738,Fear,episode 18,Season-04
phoebe,0.9788,Surprise,episode 19,Season-04
phoebe,0.8957,Surprise,episode 20,Season-04
phoebe,0.5267,Surprise,episode 21,Season-04
phoebe,0.9552,Surprise,episode 22,Season-04
phoebe,0.9888,Surprise,episode 23,Season-04
phoebe,-0.5574,Surprise,episode 01,Season-05
phoebe,0.9062,Surprise,episode 02,Season-05
phoebe,0.658,Surprise,episode 03,Season-05
phoebe,0.9258,Fear,episode 04,Season-05
phoebe,0.3818,Surprise,episode 05,Season-05
phoebe,0.9661,Surprise,episode 06,Season-05
phoebe,0.8834,Surprise,episode 07,Season-05
phoebe,-0.9476,Fear,episode 08,Season-05
phoebe,0.8176,Surprise,episode 09,Season-05
phoebe,0.2931,Fear,episode 10,Season-05
phoebe,0.6292,Fear,episode 11,Season-05
phoebe,-0.802,Surprise,episode 12,Season-05
phoebe,-0.8593,Surprise,episode 13,Season-05
phoebe,0.9603,Surprise,episode 14,Season-05
phoebe,0.7931,Surprise,episode 15,Season-05
phoebe,0.9287,Fear,episode 16,Season-05
phoebe,0.7554,Surprise,episode 17,Season-05
phoebe,0.9201,Surprise,episode 18,Season-05
phoebe,0.7506,Fear,episode 19,Season-05
phoebe,0.7293,Sad,episode 20,Season-05
phoebe,0.9919,Sad,episode 21,Season-05
phoebe,0.4705,Fear,episode 22,Season-05
phoebe,0.3641,Surprise,episode 23,Season-05
phoebe,0.743,Fear,episode 01,Season-06
phoebe,0.966,Surprise,episode 02,Season-06
phoebe,0.2023,Surprise,episode 03,Season-06
phoebe,-0.9213,Surprise,episode 04,Season-06
phoebe,0.9706,Fear,episode 05,Season-06
phoebe,-0.0772,Surprise,episode 06,Season-06
phoebe,-0.2398,Fear,episode 07,Season-06
phoebe,0.9552,Surprise,episode 08,Season-06
phoebe,0.9337,Sad,episode 09,Season-06
phoebe,0.9584,Surprise,episode 10,Season-06
phoebe,0.9733,Surprise,episode 11,Season-06
phoebe,0.9536,Surprise,episode 12,Season-06
phoebe,0.0276,Surprise,episode 13,Season-06
phoebe,-0.4019,Surprise,episode 14,Season-06
phoebe,-0.6493,Fear,episode 15,Season-06
phoebe,0.3848,Surprise,episode 17,Season-06
phoebe,-0.7184,Surprise,episode 18,Season-06
phoebe,0.9808,Fear,episode 19,Season-06
phoebe,0.9451,Happy,episode 20,Season-06
phoebe,0.8934,Surprise,episode 21,Season-06
phoebe,0.9136,Fear,episode 22,Season-06
phoebe,0.5302,Sad,episode 23,Season-06
phoebe,0.8197,Fear,episode 24,Season-06
phoebe,0.9613,Fear,episode 01,Season-07
phoebe,0.5719,Surprise,episode 02,Season-07
phoebe,0.8625,Fear,episode 03,Season-07
phoebe,0.4588,Surprise,episode 04,Season-07
phoebe,-0.315,Fear,episode 05,Season-07
phoebe,0.9712,Surprise,episode 06,Season-07
phoebe,0.765,Surprise,episode 07,Season-07
phoebe,0.4767,Fear,episode 08,Season-07
phoebe,0.2023,Surprise,episode 09,Season-07
phoebe,0.9607,Surprise,episode 10,Season-07
phoebe,0.9732,Surprise,episode 11,Season-07
phoebe,0.7783,Surprise,episode 12,Season-07
phoebe,0.3182,Fear,episode 13,Season-07
phoebe,0.6369,Surprise,episode 14,Season-07
phoebe,0.9432,Happy,episode 15,Season-07
phoebe,0.9245,Surprise,episode 16,Season-07
phoebe,0.4019,Surprise,episode 17,Season-07
phoebe,0.9297,Surprise,episode 18,Season-07
phoebe,0.8506,Fear,episode 19,Season-07
phoebe,0.765,Surprise,episode 20,Season-07
phoebe,0.9559,Surprise,episode 21,Season-07
phoebe,0.93,Surprise,episode 22,Season-07
phoebe,-0.4215,Surprise,episode 23,Season-07
phoebe,0.6124,Surprise,episode 01,Season-08
phoebe,0.6016,Surprise,episode 02,Season-08
phoebe,0.9493,Surprise,episode 03,Season-08
phoebe,0.765,Surprise,episode 04,Season-08
phoebe,0.9684,Surprise,episode 05,Season-08
phoebe,0.975,Surprise,episode 06,Season-08
phoebe,0,Surprise,episode 07,Season-08
phoebe,-0.7351,Surprise,episode 08,Season-08
phoebe,0.9352,Surprise,episode 09,Season-08
phoebe,0.8927,Surprise,episode 10,Season-08
phoebe,0.8865,Surprise,episode 11,Season-08
phoebe,-0.296,Surprise,episode 12,Season-08
phoebe,-0.7906,Surprise,episode 13,Season-08
phoebe,0.91,Sad,episode 14,Season-08
phoebe,0.936,Fear,episode 15,Season-08
phoebe,0.6369,Surprise,episode 16,Season-08
phoebe,0.8387,Surprise,episode 17,Season-08
phoebe,0.9915,Surprise,episode 18,Season-08
phoebe,0.7269,Surprise,episode 19,Season-08
phoebe,0.9394,Sad,episode 20,Season-08
phoebe,0.9701,Surprise,episode 21,Season-08
phoebe,0.5574,Sad,episode 22,Season-08
phoebe,0.9023,Fear,episode 23,Season-08
phoebe,0.8625,Surprise,episode 01,Season-09
phoebe,0.296,Surprise,episode 02,Season-09
phoebe,0.9938,Fear,episode 03,Season-09
phoebe,0.2927,Surprise,episode 04,Season-09
phoebe,0.8815,Surprise,episode 05,Season-09
phoebe,0.943,Surprise,episode 06,Season-09
phoebe,0.9866,Surprise,episode 07,Season-09
phoebe,0.9595,Surprise,episode 08,Season-09
phoebe,-0.0772,Surprise,episode 09,Season-09
phoebe,0.9118,Surprise,episode 10,Season-09
phoebe,-0.6107,Surprise,episode 11,Season-09
phoebe,0.5994,Surprise,episode 12,Season-09
phoebe,0.9626,Happy,episode 13,Season-09
phoebe,0.9762,Surprise,episode 14,Season-09
phoebe,0.9831,Surprise,episode 15,Season-09
phoebe,0.969,Surprise,episode 16,Season-09
phoebe,0.2023,Sad,episode 17,Season-09
phoebe,0.96,Surprise,episode 18,Season-09
phoebe,0.9638,Surprise,episode 19,Season-09
phoebe,0.763,Surprise,episode 20,Season-09
phoebe,-0.5719,Sad,episode 21,Season-09
phoebe,0.9716,Fear,episode 22,Season-09
phoebe,-0.296,Fear,episode 23,Season-09
phoebe,0.9883,Surprise,episode 01,Season-10
phoebe,0.8126,Surprise,episode 02,Season-10
phoebe,0.9201,Surprise,episode 03,Season-10
phoebe,0.936,Fear,episode 04,Season-10
phoebe,-0.9202,Surprise,episode 05,Season-10
phoebe,0.5267,Surprise,episode 06,Season-10
phoebe,0.9828,Surprise,episode 07,Season-10
phoebe,0.969,Surprise,episode 08,Season-10
phoebe,0.9531,Surprise,episode 09,Season-10
phoebe,-0.7765,Fear,episode 10,Season-10
phoebe,0.3818,Surprise,episode 11,Season-10
phoebe,0.9101,Surprise,episode 12,Season-10
phoebe,-0.5818,Sad,episode 13,Season-10
phoebe,0.979,Happy,episode 14,Season-10
phoebe,0.9154,Surprise,episode 15,Season-10
joey,-0.1531,Sad,episode 01,Season-01
joey,-0.7717,Fear,episode 02,Season-01
joey,0.7159,Surprise,episode 03,Season-01
joey,-0.3758,Surprise,episode 04,Season-01
joey,0.9931,Surprise,episode 05,Season-01
joey,0.7717,Surprise,episode 06,Season-01
joey,0.5719,Surprise,episode 07,Season-01
joey,-0.7351,Surprise,episode 08,Season-01
joey,0.919,Surprise,episode 09,Season-01
joey,0.046,Surprise,episode 10,Season-01
joey,0.7906,Surprise,episode 11,Season-01
joey,0.7944,Fear,episode 12,Season-01
joey,0.9119,Fear,episode 13,Season-01
joey,-0.765,Fear,episode 14,Season-01
joey,0.7569,Fear,episode 15,Season-01
joey,0.9246,Sad,episode 16,Season-01
joey,0.3818,Fear,episode 17,Season-01
