,Sentiment_score,Emotion,Episode,Season
joey,0.7239,Surprise,episode 18,Season-01
joey,-0.3862,Surprise,episode 19,Season-01
joey,0.9083,Fear,episode 20,Season-01
joey,0.8271,Surprise,episode 21,Season-01
joey,0.8481,Fear,episode 22,Season-01
joey,0.34,Fear,episode 23,Season-01
joey,0.9618,Surprise,episode 24,Season-01
joey,-0.8271,Surprise,episode 01,Season-02
joey,0.9338,Surprise,episode 02,Season-02
joey,0.6908,Surprise,episode 03,Season-02
joey,0.0772,Surprise,episode 04,Season-02
joey,-0.3774,Sad,episode 05,Season-02
joey,0.9171,Fear,episode 06,Season-02
joey,0.8885,Surprise,episode 07,Season-02
joey,0.5106,Surprise,episode 08,Season-02
joey,0.9186,Surprise,episode 09,Season-02
joey,0.5467,Surprise,episode 10,Season-02
joey,-0.9349,Fear,episode 11,Season-02
joey,0.93,Surprise,episode 12,Season-02
joey,0.7931,Surprise,episode 14,Season-02
joey,-0.1531,Surprise,episode 15,Season-02
joey,0.9631,Surprise,episode 16,Season-02
joey,0.9618,Surprise,episode 17,Season-02
joey,0.9371,Surprise,episode 18,Season-02
joey,0.473,Surprise,episode 19,Season-02
joey,0.872,Surprise,episode 20,Season-02
joey,0.9167,Surprise,episode 21,Season-02
joey,0.3612,Fear,episode 22,Season-02
joey,0.9468,Surprise,episode 23,Season-02
joey,0.9022,Surprise,episode 24,Season-02
joey,0.4588,Surprise,episode 01,Season-03
joey,0.6284,Surprise,episode 02,Season-03
joey,0.9342,Fear,episode 03,Season-03
joey,0.9598,Surprise,episode 04,Season-03
joey,-0.501,Surprise,episode 05,Season-03
joey,0.8694,Fear,episode 06,Season-03
joey,0.9165,Surprise,episode 07,Season-03
joey,-0.2023,Surprise,episode 08,Season-03
joey,-0.528,Fear,episode 09,Season-03
joey,0.8516,Fear,episode 10,Season-03
joey,0.7003,Surprise,episode 11,Season-03
joey,-0.128,Surprise,episode 12,Season-03
joey,-0.2648,Surprise,episode 13,Season-03
joey,-0.5849,Surprise,episode 14,Season-03
joey,0.1494,Fear,episode 15,Season-03
joey,-0.1391,Fear,episode 16,Season-03
joey,0.8402,Surprise,episode 17,Season-03
joey,0.4215,Surprise,episode 18,Season-03
joey,0.967,Surprise,episode 19,Season-03
joey,0.9698,Surprise,episode 20,Season-03
joey,0.9313,Surprise,episode 21,Season-03
joey,0.9858,Surprise,episode 22,Season-03
joey,0.2006,Surprise,episode 23,Season-03
joey,-0.8402,Fear,episode 24,Season-03
joey,0.5574,Fear,episode 25,Season-03
joey,-0.5105,Surprise,episode 01,Season-04
joey,0.872,Surprise,episode 02,Season-04
joey,0.2263,Surprise,episode 03,Season-04
joey,0.9811,Sad,episode 04,Season-04
joey,0.7351,Surprise,episode 05,Season-04
joey,-0.4215,Fear,episode 06,Season-04
joey,0.9299,Surprise,episode 07,Season-04
joey,0.875,Surprise,episode 08,Season-04
joey,-0.6041,Fear,episode 09,Season-04
joey,0.6808,Surprise,episode 10,Season-04
joey,0.128,Fear,episode 11,Season-04
joey,-0.5859,Fear,episode 12,Season-04
joey,0.7906,Fear,episode 13,Season-04
joey,0.4939,Fear,episode 14,Season-04
joey,0.25,Surprise,episode 15,Season-04
joey,0.9299,Surprise,episode 16,Season-04
joey,0.7906,Surprise,episode 17,Season-04
joey,-0.1027,Surprise,episode 18,Season-04
joey,0.9747,Surprise,episode 19,Season-04
joey,-0.4767,Surprise,episode 20,Season-04
joey,0.0516,Surprise,episode 21,Season-04
joey,0.9911,Surprise,episode 22,Season-04
joey,0.9512,Surprise,episode 23,Season-04
joey,0.4404,Surprise,episode 01,Season-05
joey,-0.6249,Surprise,episode 02,Season-05
joey,0.9076,Fear,episode 03,Season-05
joey,0.9664,Surprise,episode 04,Season-05
joey,0.0516,Surprise,episode 05,Season-05
joey,0.9287,Sad,episode 06,Season-05
joey,0.9216,Fear,episode 07,Season-05
joey,0.9724,Surprise,episode 08,Season-05
joey,0.6124,Surprise,episode 09,Season-05
joey,0.9686,Surprise,episode 10,Season-05
joey,0.9857,Surprise,episode 11,Season-05
joey,0.4404,Sad,episode 12,Season-05
joey,0.4889,Fear,episode 13,Season-05
joey,-0.0258,Sad,episode 14,Season-05
joey,0.93,Surprise,episode 15,Season-05
joey,0.9741,Surprise,episode 16,Season-05
joey,0.8158,Fear,episode 17,Season-05
joey,0.9549,Surprise,episode 18,Season-05
joey,0.0258,Fear,episode 19,Season-05
joey,0.847,Surprise,episode 20,Season-05
joey,0.8059,Surprise,episode 21,Season-05
joey,-0.8126,Surprise,episode 22,Season-05
joey,0.879,Fear,episode 23,Season-05
joey,0.8271,Fear,episode 01,Season-06
joey,0.2023,Surprise,episode 02,Season-06
joey,0.9805,Surprise,episode 03,Season-06
joey,0.6705,Surprise,episode 04,Season-06
joey,0.9514,Fear,episode 05,Season-06
joey,0.9638,Surprise,episode 06,Season-06
joey,0.9661,Surprise,episode 07,Season-06
joey,0.9705,Surprise,episode 08,Season-06
joey,0.836,Sad,episode 09,Season-06
joey,0.9789,Surprise,episode 10,Season-06
joey,0.8183,Surprise,episode 11,Season-06
joey,0.9903,Fear,episode 12,Season-06
joey,0.9836,Happy,episode 13,Season-06
joey,-0.7712,Surprise,episode 14,Season-06
joey,0.9954,Surprise,episode 15,Season-06
joey,0.2263,Surprise,episode 17,Season-06
joey,0.9246,Surprise,episode 18,Season-06
joey,0.3818,Surprise,episode 19,Season-06
joey,0.7859,Fear,episode 20,Season-06
joey,0.8428,Fear,episode 21,Season-06
joey,0.8658,Surprise,episode 22,Season-06
joey,0.8481,Surprise,episode 23,Season-06
joey,0.8487,Surprise,episode 24,Season-06
joey,0.7741,Surprise,episode 01,Season-07
joey,-0.9004,Sad,episode 02,Season-07
joey,0.9532,Surprise,episode 03,Season-07
joey,0.919,Surprise,episode 04,Season-07
joey,0.9698,Surprise,episode 05,Season-07
joey,0.9733,Surprise,episode 06,Season-07
joey,0.9868,Surprise,episode 07,Season-07
joey,-0.4404,Sad,episode 08,Season-07
joey,0.3729,Surprise,episode 09,Season-07
joey,0,Surprise,episode 10,Season-07
joey,-0.7717,Surprise,episode 11,Season-07
joey,-0.3612,Fear,episode 12,Season-07
joey,-0.2023,Surprise,episode 13,Season-07
joey,0.6087,Surprise,episode 14,Season-07
joey,0.9833,Fear,episode 15,Season-07
joey,0.9861,Surprise,episode 16,Season-07
joey,0.9634,Surprise,episode 17,Season-07
joey,0.9509,Fear,episode 18,Season-07
joey,0.9871,Surprise,episode 19,Season-07
joey,0.9254,Surprise,episode 20,Season-07
joey,0.8519,Surprise,episode 21,Season-07
joey,0.9287,Surprise,episode 22,Season-07
joey,0.6743,Surprise,episode 23,Season-07
joey,0.9083,Surprise,episode 01,Season-08
joey,-0.4019,Surprise,episode 02,Season-08
joey,0.2732,Surprise,episode 03,Season-08
joey,0.9898,Fear,episode 04,Season-08
joey,0.8957,Surprise,episode 05,Season-08
joey,-0.946,Fear,episode 06,Season-08
joey,0.9393,Surprise,episode 07,Season-08
joey,0.128,Fear,episode 08,Season-08
joey,0.2732,Fear,episode 09,Season-08
joey,0.9685,Fear,episode 10,Season-08
joey,-0.6808,Fear,episode 11,Season-08
joey,0.9771,Surprise,episode 12,Season-08
joey,-0.2516,Fear,episode 13,Season-08
joey,0.976,Surprise,episode 14,Season-08
joey,0.9729,Surprise,episode 15,Season-08
joey,0.9538,Surprise,episode 16,Season-08
joey,-0.5267,Surprise,episode 17,Season-08
joey,-0.0772,Surprise,episode 18,Season-08
joey,0.9911,Surprise,episode 19,Season-08
joey,0.9655,Fear,episode 20,Season-08
joey,-0.128,Surprise,episode 21,Season-08
joey,-0.6124,Surprise,episode 22,Season-08
joey,0.8402,Fear,episode 23,Season-08
joey,-0.6865,Surprise,episode 01,Season-09
joey,0.4718,Surprise,episode 02,Season-09
joey,0.9538,Surprise,episode 03,Season-09
joey,0.6809,Surprise,episode 04,Season-09
joey,0.946,Fear,episode 05,Season-09
joey,0.8242,Surprise,episode 06,Season-09
joey,0.8885,Surprise,episode 07,Season-09
joey,0.9633,Surprise,episode 08,Season-09
joey,-0.5719,Surprise,episode 09,Season-09
joey,0.802,Surprise,episode 10,Season-09
joey,0.9607,Sad,episode 11,Season-09
joey,0.9723,Surprise,episode 12,Season-09
joey,0.8442,Surprise,episode 13,Season-09
joey,0.9657,Surprise,episode 14,Season-09
joey,0.9899,Surprise,episode 15,Season-09
joey,-0.891,Fear,episode 16,Season-09
joey,0.9434,Surprise,episode 17,Season-09
joey,0.8555,Surprise,episode 18,Season-09
joey,0.9854,Surprise,episode 19,Season-09
joey,0.9589,Surprise,episode 20,Season-09
joey,0.7867,Surprise,episode 21,Season-09
joey,0.9538,Happy,episode 22,Season-09
joey,0.8787,Surprise,episode 23,Season-09
joey,0.9387,Surprise,episode 01,Season-10
joey,0.976,Surprise,episode 02,Season-10
joey,0.7787,Surprise,episode 03,Season-10
joey,0.9686,Surprise,episode 04,Season-10
joey,0.9929,Surprise,episode 05,Season-10
joey,0.7906,Surprise,episode 06,Season-10
joey,0.9594,Surprise,episode 07,Season-10
joey,0.9307,Sad,episode 08,Season-10
joey,0.9785,Surprise,episode 09,Season-10
joey,-0.7845,Surprise,episode 10,Season-10
joey,0.7402,Surprise,episode 11,Season-10
joey,0.9574,Fear,episode 12,Season-10
joey,0.8442,Surprise,episode 13,Season-10
joey,0.9422,Surprise,episode 14,Season-10
joey,0.9017,Surprise,episode 15,Season-10
ross,0.9333,Fear,episode 01,Season-01
ross,0.9814,Surprise,episode 02,Season-01
ross,0.7351,Surprise,episode 03,Season-01
ross,0.959,Surprise,episode 04,Season-01
ross,0.9545,Surprise,episode 05,Season-01
ross,0.8658,Fear,episode 06,Season-01
ross,0.3356,Surprise,episode 07,Season-01
ross,0.9624,Fear,episode 08,Season-01
ross,-0.9022,Surprise,episode 09,Season-01
ross,0.7267,Sad,episode 10,Season-01
ross,0.296,Surprise,episode 11,Season-01
ross,0.9855,Surprise,episode 12,Season-01
ross,-0.7997,Sad,episode 13,Season-01
ross,0.9735,Fear,episode 14,Season-01
ross,0.8176,Fear,episode 15,Season-01
ross,0.4588,Fear,episode 16,Season-01
ross,0.5423,Surprise,episode 17,Season-01
ross,0.9817,Sad,episode 18,Season-01
ross,0.6124,Surprise,episode 19,Season-01
ross,-0.7506,Sad,episode 20,Season-01
ross,-0.6653,Surprise,episode 21,Season-01
ross,0.8838,Fear,episode 22,Season-01
ross,0.9633,Fear,episode 23,Season-01
ross,0.8484,Fear,episode 24,Season-01
ross,0.9858,Surprise,episode 01,Season-02
ross,0.8225,Happy,episode 02,Season-02
ross,0.7003,Fear,episode 03,Season-02
ross,0.939,Surprise,episode 04,Season-02
ross,0.9472,Surprise,episode 05,Season-02
ross,-0.6597,Sad,episode 06,Season-02
ross,0.967,Surprise,episode 07,Season-02
ross,0.8207,Fear,episode 08,Season-02
ross,0.6335,Surprise,episode 09,Season-02
ross,0.6249,Happy,episode 10,Season-02
ross,0.9618,Happy,episode 11,Season-02
ross,0.7506,Sad,episode 12,Season-02
ross,0.4204,Surprise,episode 14,Season-02
ross,0.9696,Surprise,episode 15,Season-02
ross,-0.5859,Surprise,episode 16,Season-02
ross,-0.4019,Fear,episode 17,Season-02
ross,0.8265,Surprise,episode 18,Season-02
ross,0.1779,Surprise,episode 19,Season-02
ross,0.9841,Surprise,episode 20,Season-02
ross,0.8689,Surprise,episode 21,Season-02
ross,0.5423,Sad,episode 22,Season-02
ross,-0.0516,Fear,episode 23,Season-02
ross,0.5616,Happy,episode 24,Season-02
ross,0.9313,Fear,episode 01,Season-03
ross,0.8387,Surprise,episode 02,Season-03
ross,-0.1779,Surprise,episode 03,Season-03
ross,0.1779,Fear,episode 04,Season-03
ross,0.8979,Surprise,episode 05,Season-03
ross,0.464,Surprise,episode 06,Season-03
ross,0.9493,Sad,episode 07,Season-03
ross,0.9525,Fear,episode 08,Season-03
ross,-0.1531,Surprise,episode 09,Season-03
ross,0.9729,Fear,episode 10,Season-03
ross,0.9731,Surprise,episode 11,Season-03
ross,0.2023,Surprise,episode 12,Season-03
ross,0.4939,Sad,episode 13,Season-03
ross,0.9542,Surprise,episode 14,Season-03
ross,0.5778,Surprise,episode 15,Season-03
ross,-0.8996,Sad,episode 16,Season-03
ross,0.9735,Surprise,episode 17,Season-03
ross,-0.6486,Surprise,episode 18,Season-03
ross,-0.0772,Surprise,episode 19,Season-03
ross,0.6249,Surprise,episode 20,Season-03
ross,0.8807,Surprise,episode 21,Season-03
ross,-0.1779,Surprise,episode 22,Season-03
ross,0.1877,Surprise,episode 23,Season-03
ross,0.6808,Fear,episode 24,Season-03
ross,0.9585,Surprise,episode 25,Season-03
ross,0.0258,Surprise,episode 01,Season-04
ross,0.1599,Fear,episode 02,Season-04
ross,0.4019,Surprise,episode 03,Season-04
ross,0.9422,Happy,episode 04,Season-04
ross,0.9133,Fear,episode 05,Season-04
ross,0.8962,Fear,episode 06,Season-04
ross,0.8965,Fear,episode 07,Season-04
ross,-0.7974,Surprise,episode 08,Season-04
ross,0.7184,Surprise,episode 09,Season-04
ross,0.9888,Surprise,episode 10,Season-04
ross,0.8176,Fear,episode 11,Season-04
ross,0.9657,Fear,episode 12,Season-04
ross,0.9432,Surprise,episode 13,Season-04
ross,0.7964,Fear,episode 14,Season-04
ross,0.9915,Surprise,episode 15,Season-04
ross,0.6808,Surprise,episode 16,Season-04
ross,0.9143,Surprise,episode 17,Season-04
ross,0.9485,Surprise,episode 18,Season-04
ross,0.947,Fear,episode 19,Season-04
ross,0.9001,Surprise,episode 20,Season-04
ross,0.9618,Surprise,episode 21,Season-04
ross,0.988,Surprise,episode 22,Season-04
ross,0.9371,Surprise,episode 23,Season-04
ross,0.6705,Surprise,episode 01,Season-05
ross,-0.802,Surprise,episode 02,Season-05
ross,0.7579,Fear,episode 03,Season-05
ross,0.9565,Surprise,episode 04,Season-05
ross,0.6705,Surprise,episode 05,Season-05
ross,0.9788,Surprise,episode 06,Season-05
ross,0.701,Fear,episode 07,Season-05
ross,0.1027,Fear,episode 08,Season-05
ross,0.9153,Fear,episode 09,Season-05
ross,0.9432,Surprise,episode 10,Season-05
ross,0.9623,Surprise,episode 11,Season-05
ross,0.93,Fear,episode 12,Season-05
ross,-0.5574,Fear,episode 13,Season-05
ross,0.9902,Fear,episode 14,Season-05
ross,0.9048,Sad,episode 15,Season-05
ross,0.9761,Fear,episode 16,Season-05
ross,0.5879,Fear,episode 17,Season-05
ross,0.8834,Surprise,episode 18,Season-05
ross,0.9593,Surprise,episode 19,Season-05
ross,0.9498,Surprise,episode 20,Season-05
ross,0.7579,Surprise,episode 21,Season-05
ross,-0.9086,Surprise,episode 22,Season-05
ross,0.2732,Surprise,episode 23,Season-05
ross,0.6613,Surprise,episode 01,Season-06
ross,-0.1139,Surprise,episode 02,Season-06
ross,0.9517,Fear,episode 03,Season-06
ross,0.9666,Fear,episode 04,Season-06
ross,0.902,Fear,episode 05,Season-06
ross,-0.5719,Surprise,episode 06,Season-06
ross,0.6124,Surprise,episode 07,Season-06
ross,0.7017,Surprise,episode 08,Season-06
ross,0.8968,Surprise,episode 09,Season-06
ross,0.1779,Surprise,episode 10,Season-06
ross,0.7783,Surprise,episode 11,Season-06
ross,0.7003,Fear,episode 12,Season-06
ross,0.8773,Surprise,episode 13,Season-06
ross,0.981,Surprise,episode 14,Season-06
ross,0.9681,Surprise,episode 15,Season-06
ross,0.8957,Surprise,episode 17,Season-06
ross,0.4767,Surprise,episode 18,Season-06
ross,0.9825,Surprise,episode 19,Season-06
ross,-0.296,Surprise,episode 20,Season-06
ross,0.9325,Surprise,episode 21,Season-06
ross,0.9748,Surprise,episode 22,Season-06
ross,-0.7102,Surprise,episode 23,Season-06
ross,0.9843,Surprise,episode 24,Season-06
ross,0.9664,Surprise,episode 01,Season-07
ross,-0.4404,Surprise,episode 02,Season-07
ross,0.9452,Fear,episode 03,Season-07
ross,0.9678,Fear,episode 04,Season-07
ross,0.7801,Sad,episode 05,Season-07
ross,0.9522,Surprise,episode 06,Season-07
ross,0.6597,Fear,episode 07,Season-07
ross,-0.6124,Surprise,episode 08,Season-07
ross,0.9467,Sad,episode 09,Season-07
ross,0.8278,Surprise,episode 10,Season-07
ross,0.934,Surprise,episode 11,Season-07
ross,0.9062,Surprise,episode 12,Season-07
ross,-0.3182,Surprise,episode 13,Season-07
ross,0.8756,Surprise,episode 14,Season-07
ross,0.3804,Fear,episode 15,Season-07
ross,0.9555,Surprise,episode 16,Season-07
ross,0.9785,Surprise,episode 17,Season-07
ross,0.6765,Fear,episode 18,Season-07
ross,0.2992,Surprise,episode 19,Season-07
ross,0.8271,Surprise,episode 20,Season-07
ross,0.9224,Happy,episode 21,Season-07
ross,-0.6411,Surprise,episode 22,Season-07
ross,0.9745,Fear,episode 23,Season-07
ross,0.9412,Surprise,episode 01,Season-08
ross,-0.765,Surprise,episode 02,Season-08
ross,0.9845,Surprise,episode 03,Season-08
ross,0.9775,Surprise,episode 04,Season-08
ross,0.907,Surprise,episode 05,Season-08
ross,-0.3008,Surprise,episode 06,Season-08
ross,0.2263,Fear,episode 07,Season-08
ross,0.9045,Sad,episode 08,Season-08
ross,0.8761,Surprise,episode 09,Season-08
ross,-0.2795,Surprise,episode 10,Season-08
ross,0.9729,Surprise,episode 11,Season-08
ross,0.8097,Sad,episode 12,Season-08
ross,0.957,Surprise,episode 13,Season-08
ross,0.9723,Surprise,episode 14,Season-08
ross,0.9845,Surprise,episode 15,Season-08
ross,0.128,Surprise,episode 16,Season-08
ross,0.6908,Sad,episode 17,Season-08
ross,0.9823,Surprise,episode 18,Season-08
ross,0.9486,Happy,episode 19,Season-08
ross,0.9801,Surprise,episode 20,Season-08
ross,0.8137,Surprise,episode 21,Season-08
ross,0.6908,Surprise,episode 22,Season-08
ross,0.9897,Surprise,episode 23,Season-08
ross,0.1157,Surprise,episode 01,Season-09
ross,0.8365,Surprise,episode 02,Season-09
ross,0.945,Surprise,episode 03,Season-09
ross,0.9442,Sad,episode 04,Season-09
ross,0.9312,Surprise,episode 05,Season-09
ross,0.7222,Surprise,episode 06,Season-09
ross,0,Surprise,episode 07,Season-09
ross,0.9652,Fear,episode 08,Season-09
ross,0.955,Fear,episode 09,Season-09
ross,-0.0772,Surprise,episode 10,Season-09
ross,0.5719,Fear,episode 11,Season-09
ross,0.7713,Fear,episode 12,Season-09
ross,0.9799,Fear,episode 13,Season-09
ross,-0.9062,Surprise,episode 14,Season-09
ross,0.8922,Surprise,episode 15,Season-09
ross,0.9806,Happy,episode 16,Season-09
ross,-0.9623,Fear,episode 17,Season-09
ross,0.9782,Fear,episode 18,Season-09
ross,0.9275,Sad,episode 19,Season-09
ross,0.9623,Fear,episode 20,Season-09
ross,0.9062,Surprise,episode 21,Season-09
ross,0.7425,Surprise,episode 22,Season-09
ross,0.9586,Surprise,episode 23,Season-09
ross,0.9862,Surprise,episode 01,Season-10
ross,0.9894,Surprise,episode 02,Season-10
ross,-0.6597,Surprise,episode 03,Season-10
ross,0.9272,Surprise,episode 04,Season-10
ross,-0.6808,Surprise,episode 05,Season-10
ross,-0.5657,Fear,episode 06,Season-10
ross,0.9694,Surprise,episode 07,Season-10
ross,0.1027,Surprise,episode 08,Season-10
ross,0.9312,Surprise,episode 09,Season-10
ross,0.9618,Surprise,episode 10,Season-10
ross,0.5552,Surprise,episode 11,Season-10
ross,-0.7003,Fear,episode 12,Season-10
ross,0.9812,Surprise,episode 13,Season-10
ross,0.9845,Fear,episode 14,Season-10
ross,0.9797,Fear,episode 15,Season-10
rachel,0.91,Fear,episode 13,Season-02
rachel,-0.9042,Sad,episode 24,Season-04
rachel,0.9638,Fear,episode 24,Season-05
rachel,0.9794,Surprise,episode 16,Season-06
rachel,0.9935,Surprise,episode 25,Season-06
rachel,0.9825,Surprise,episode 24,Season-07
rachel,-0.1372,Surprise,episode 24,Season-08
rachel,0.7759,Surprise,episode 24,Season-09
monica,-0.5106,Surprise,episode 13,Season-02
monica,0.9672,Fear,episode 24,Season-04
monica,0.9001,Fear,episode 24,Season-05
monica,0.9666,Surprise,episode 16,Season-06
monica,0.9856,Surprise,episode 25,Season-06
monica,0.9723,Surprise,episode 24,Season-07
monica,0.923,Surprise,episode 24,Season-08
monica,0.7078,Surprise,episode 24,Season-09
chandler,0.9612,Surprise,episode 13,Season-02
chandler,-0.5356,Fear,episode 24,Season-04
chandler,0.8807,Sad,episode 24,Season-05
chandler,0.9505,Surprise,episode 16,Season-06
chandler,0.9937,Surprise,episode 25,Season-06
chandler,0.9362,Fear,episode 24,Season-07
chandler,0.9849,Surprise,episode 24,Season-08
chandler,0.986,Fear,episode 24,Season-09
phoebe,-0.0553,Surprise,episode 13,Season-02
phoebe,0.9888,Surprise,episode 24,Season-04
phoebe,0.3641,Surprise,episode 24,Season-05
phoebe,-0.6493,Fear,episode 16,Season-06
phoebe,0.8197,Fear,episode 25,Season-06
phoebe,-0.4215,Surprise,episode 24,Season-07
phoebe,0.9023,Fear,episode 24,Season-08
phoebe,-0.296,Fear,episode 24,Season-09
joey,0.93,Surprise,episode 13,Season-02
joey,0.9512,Surprise,episode 24,Season-04
joey,0.879,Fear,episode 24,Season-05
joey,0.9954,Surprise,episode 16,Season-06
joey,0.8487,Surprise,episode 25,Season-06
joey,0.6743,Surprise,episode 24,Season-07
joey,0.8402,Fear,episode 24,Season-08
joey,0.8787,Surprise,episode 24,Season-09
ross,0.7506,Sad,episode 13,Season-02
ross,0.9371,Surprise,episode 24,Season-04
ross,0.2732,Surprise,episode 24,Season-05
ross,0.9681,Surprise,episode 16,Season-06
ross,0.9843,Surprise,episode 25,Season-06
ross,0.9745,Fear,episode 24,Season-07
ross,0.9897,Surprise,episode 24,Season-08
ross,0.9586,Surprise,episode 24,Season-09
